Nama Kampus,Sinta score
Disable -- Sekolah Tinggi Ilmu Kesehatan Awal Bros Pekanbaru,0
Ikatan Ilmuwan Internasional Antigua dan Barbuda,0
Sekolah Tinggi Bahasa Asing Widya Dharma Palembang,0
Sekolah Tinggi Ilmu Teknologi Kelautan,0
Sekolah Tinggi Ilmu Administrasi Pagaruyung,0
Ikatan Ilmuwan Internasional Mikronesia,0
Ikatan Ilmuwan Internasional Andorra,0
STIKES Kharisma Karawang,0
Akademi Pariwisata Tadika Puri,0
Ikatan Ilmuwan Internasional Andorra,0
STIKES Kharisma Karawang,0
Akademi Pariwisata Tadika Puri,0
Ikatan Ilmuwan Internasional Tonga,0
Sekolah Tinggi Ilmu Ekonomi Labuhan Batu,0
Universitas Ars Internasional,0
Disable -- STIKES Ichsan Medical Centre Bintaro,0
Ikatan Ilmuwan Internasional Saint Kitts dan Nevis,0
Disable -- Amik Harapan Bangsa Surakarta,0
Disable -- Sekolah Tinggi Ilmu Ekonomi IBBI,0
Sekolah Tinggi Ilmu Ekonomi Pagaruyung,0
Sekolah Tinggi Manajemen Imni,0
Akademi Sekretari Dan Manajemen Al-Ma soem,0
Ikatan Ilmuwan Internasional Nigeria,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Lembah Dempo,0
Ikatan Ilmuwan Internasional Guatemala,0
--disable--Akademi Teknik YKPN,0
STMIK Denpasar,0
STAI YAPERI Cibinong,0
Ikatan Ilmuwan Internasional Moldavia,0
Ikatan Ilmuwan Internasional Kuwait,0
Sekolah Tinggi Teknik Graha Kirana,0
STIKESMAS Nusantara,0
Akademi Sekretari Dan Manajemen Indonesia Bantul,0
Akademi Akuntansi Era 2020,0
Ikatan Ilmuwan Internasional Ceko,0
Intitute for Learning Innovation and Counseling,0
YAYASAN EKOLOGI MASYARAKAT DAN SAINS,0
AMIK YMI Tegal,0
STMIK Prabumulih,0
Disabled -- Akademi Pariwisata Buana Wisata Yogyakarta,0
STIE Graha Karya Muara Bulian,0
Ikatan Ilmuwan Internasional Kiribati,0
Sekolah Tinggi Ilmu Teknik Prabumulih,0
STAI Al-Ihya Kuningan,0
Ikatan Akuntan Indonesia-Kompartemen Akuntan Pendidik,0
Ikatan Ilmuwan Internasional Portugal,0
STMIK Muhammadiyah Jakarta,0
Sekolah Tinggi Ilmu Kesehatan Mega Rezky,0
Sekolah Tinggi Teknik Bentara Persada Batam,0
Ikatan Ilmuwan Internasional Slowakia,0
Akademi Teknik Perkapalan Veteran,0
Sekolah Tinggi Ilmu Hukum Labuhan Batu,0
Disable -- Sekolah Tinggi Ilmu Kesehatan Abdi Nusa Pangkalpinang,0
Akademi Komunikasi Yogyakarta,0
Sekolah Tinggi Teknologi Unggulan Swarna Dwipa,0
Sekolah Tinggi Ilmu Hukum Kuala Kapuas,0
Akademi Surtasdal-As Bogor,0
PT. Pindad,0
Ikatan Ilmuwan Internasional Serbia dan Montenegro,0
Sekolah Tinggi Teknik Widya Darma,0
Sekolah Tinggi Ilmu Pertanian Swarna Dwipa,0
Akademi Teknologi Telekomunikasi Bandung,0
Ikatan Ilmuwan Internasional Tanjung Verde,0
Akademi Pariwisata Eka Sakti,0
--disable--Sekolah Tinggi Ilmu Kesehatan Tarumanagara,0
Ikatan Ilmuwan Internasional Tanjung Verde,0
"Badan Penelitian, Pengembangan dan Inovasi Kementerian Lingkungan Hidup dan Kehutanan Makassar",0
Ikatan Ilmuwan Internasional Malawi,0
STMIK Mitra Lampung,0
"Badan Penelitian, Pengembangan dan Inovasi Kementerian Lingkungan Hidup dan Kehutanan Makassar",0
Ikatan Ilmuwan Internasional Malawi,0
STMIK Mitra Lampung,0
Disable -- Sekolah Tinggi Ilmu Hukum Bintuni,0
Politeknik Industri Dan Niaga Bandung,0
Ikatan Ilmuwan Internasional Kuba,0
STIKES Lampung,0
Sekolah Tinggi Pariwisata Triatma Jaya,0
--disable--STAI Cirebon,0
Direktorat Litbang BPK RI,0
Ikatan Ilmuwan Internasional Armenia,0
Akademi Manajemen Indonesia Semarang,0
Sekolah Tinggi Teknik Dharma Iswara,0
STKIP Indonesia Kupang,0
Ikatan Ilmuwan Internasional Togo,0
Akademi Manajemen Indonesia Semarang,0
Sekolah Tinggi Ilmu Kesehatan Dehasen,0
Sekolah Tinggi Ilmu Kesehatan Majapahit Singaraja,0
Ikatan Ilmuwan Internasional Suriah,0
Akademi Telekomunikasi Indonesia Sleman,0
Disable -- Institut Teknologi Kreatif Bina Nusantara Malang,0
Ikatan Ilmuwan Internasional Slovenia,0
Disable -- Sekolah Tinggi Ilmu Kesehatan Karya Persada Muna,0
Ikatan Ilmuwan Internasional Dominika,0
Sekolah Tinggi Ilmu Kesehatan Ngudi Waluyo,0
Ikatan Ilmuwan Internasional Azerbaijan,0
Disable -- Sekolah Tinggi Ilmu Maritim Mutiara Jaya,0
STMIK Bina Mulya,0
--disable--Sekolah Tinggi Teknologi Indragiri,0
Sekolah Tinggi Teknik Bima,0
STMIK Bina Mulya,0
--disable--Sekolah Tinggi Teknologi Indragiri,0
Sekolah Tinggi Teknik Bima,0
Ikatan Ilmuwan Internasional Ghana,0
STIKES Nusantara Lasinrang,0
--disable--STIMIK Sepuluh Nopember Jayapura,0
Badan Penelitian dan Pengembangan Kementerian Pertahanan,0
Ikatan Ilmuwan Internasional Siprus,0
Sekolah Tinggi Ilmu Kesehatan Deli Husada,0
STIE ISM,0
STIKES RSU Daya Makassar,0
Sekolah Tinggi Ilmu Komputer Pelita Indonesia,0
Sekolah Tinggi Teologi Manado,0
Ikatan Ilmuwan Internasional Sierra Leone,0
STIKES Putra Abadi Langkat,0
STKIP Sera,0
Ikatan Ilmuwan Internasional Yunani,0
Sekolah Tinggi Agama Kristen Pais Talaud,0
Ikatan Ilmuwan Internasional Makedonia,0
Disable -- Sekolah Tinggi Bahasa Asing Pertiwi Indonesia,0
Badan Riset dan Inovasi Daerah Kota Semarang,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Assholeh,0
STISIP Nurdin Hamzah,0
Sekolah Tinggi Agama Kristen Manokwari,0
Ikatan Ilmuwan Internasional Bosnia Herzegovina,0
Yayasan Ilomata,0
Sekolah Tinggi Teknologi Muhammadiyah Kebumen,0
Sekolah Tinggi Teknik Poliprofesi,0
Sekolah Tinggi Ilmu Manajemen dan Bisnis Gorontalo,0
Sekolah Tinggi Seni Musik Cantata Jakarta,0
Sekolah Tinggi Teknik Poliprofesi,0
Sekolah Tinggi Ilmu Manajemen dan Bisnis Gorontalo,0
Sekolah Tinggi Seni Musik Cantata Jakarta,0
Ikatan Ilmuwan Internasional Kosta Rika,0
"Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah Kabupaten Banyumas",0
STISI TELKOM,0
Disabled - STMIK AKBA,0
Akademi Teknik Pembangunan Nasional,0
STAI Nahdlatul Ulama (STAINU) Jakarta,0
Balai Arkeologi D I Yogyakarta,0
Ikatan Ilmuwan Internasional Mesir,0
Disable -- Sekolah Tinggi Ilmu Ekonomi JIU,0
Ikatan Ilmuwan Internasional Qatar,0
"Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah Kabupaten Pati",0
Sekolah Tinggi Ilmu Ekonomi Sailendra,0
Akademi Manajemen Informatika Dan Komputer Yasika,0
Akademi Sekretari & Manajemen Widya Dharma,0
STAI Pelita Bangsa,0
Ikatan Ilmuwan Internasional Maroko,0
"Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah Kabupaten Semarang",0
STAI Pelita Bangsa,0
Ikatan Ilmuwan Internasional Maroko,0
"Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah Kabupaten Semarang",0
Akademi Analis Farmasi Al-Islam,0
STMIK Kadiri,0
ASMI KMPI Samarinda,0
Akademi Pariwisata Petrus Kafiar Biak,0
"STAI Washilatul Falah, Rangkasbitung, Lebak",0
STAI Al-Kautsar,0
STT Krisba,0
Ikatan Ilmuwan Internasional Swaziland,0
Disable -- STMIK AUB Surakarta,0
STT Taman Firdaus Jakarta,0
Ikatan Ilmuwan Internasional Ethiopia,0
"Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah Kabupaten Boyolali",0
Disable -- Sekolah Tinggi Ilmu Kesehatan Indonesia Maju,0
Akademi Bahasa Asing YPKK Tangerang,0
Akademi Bahasa Asing Pontianak,0
Ikatan Ilmuwan Internasional Honduras,0
Southeast Asian Ministers Of Education Organization Regional Centre For Food And Nutrition,0
Akademi Bahasa Asing Pontianak,0
Ikatan Ilmuwan Internasional Honduras,0
Southeast Asian Ministers Of Education Organization Regional Centre For Food And Nutrition,0
"Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah Kota Magelang",0
Disable -- STIE Pariwisata Internasional,0
STMIK Asia Malang,0
Akademi Pariwisata Nasional Samarinda,0
Ikatan Ilmuwan Internasional Tunisia,0
"Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah Kota Tegal",0
Disable -- Sekolah Tinggi Ilmu Komputer Medan,0
Disable -- STMIK Palcomtech,0
STMIK Cahaya Surya,0
Sekolah Tinggi Ilmu Al-Qur`an (STIQ) An-Nur Yogyakarta,0
Ikatan Ilmuwan Internasional Lesotho,0
Disable -- STIE Nias Selatan,0
Akademi Manajemen Informatika Dan Komputer Hass,0
Sekolah Tinggi Bahasa Asing Cahaya Surya,0
Akademi Bahasa Asing Netaiken Wamena,0
Ikatan Ilmuwan Internasional Samoa,0
Disable -- STKIP Nias Selatan,0
STAI Alma Ata Yogyakarta,0
STT Tabut Elohim Langowan,0
Ikatan Ilmuwan Internasional Uzbekistan,0
Badan Perencanaan Pembangunan Daerah Kabupaten Blora,0
Akademi Pariwisata Ars Internasional,0
--disable--Akademi Perawatan Karya Bakti Husada Yogyakarta,0
STMIK Patria Wacana,0
STT Krisba Batam,0
Ikatan Ilmuwan Internasional Irak,0
Sekolah Tinggi Ilmu Hukum dan HAM,0
Ikatan Ilmuwan Internasional Irak,0
Sekolah Tinggi Ilmu Hukum dan HAM,0
Akademi Bahasa Asing Widya Dharma,0
Ikatan Ilmuwan Internasional Kenya,0
Akademi Kebidanan Dehasen Bengkulu,0
Akademi Maritim Indonesia Samarinda,0
STAI Sultan Abdur Rahman,0
Sekolah Tinggi Alkitab Kalam Kristus Jakarta,0
Ikatan Ilmuwan Internasional Pantai Gading,0
Disable -- Sekolah Tinggi Teknologi Kreatif Bina Nusantara Bandung,0
Ikatan Ilmuwan Internasional Burkina Faso,0
Politeknik Papua Internasional Sorong,0
STAI Tafaqquhfiddin Dumai,0
Ikatan Ilmuwan Internasional Tajikistan,0
Disable -- STKIP Sebelas April,0
STIKES Purna Bhakti Husada Batusangkar,0
Akademi Bisnis Internasional Samarinda,0
Sekolah Tinggi Agama Kristen Maluku Utara,0
Ikatan Ilmuwan Internasional Belarus,0
Balai Pelatihan dan Pengembangan Perwakilan BKKBN Provinsi Jawa Barat,0
Disable -- STIE Multi Data Palembang,0
Sekolah Tinggi Ilmu Kesehatan Istara Nusantara,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun (Inaba),0
Akademi Kesenian Bogor,0
STIM Boalemo,0
Ikatan Ilmuwan Internasional Fiji,0
Akademi Kesehatan Lingkungan Andalusia,0
Sekolah Tinggi Kesehatan Bina Mandiri Gorontalo,0
STAI Al-Falah As-Sunniyah Kencong Jember,0
Sekolah Tinggi Teologi Periago Pekanbaru,0
Ikatan Ilmuwan Internasional Bhutan,0
STKIP Barus Tapanuli Tengah,0
N/A,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Pertiwi,0
Politeknik PPKP,0
STIKES Yarsi Sumatera Barat,0
Ikatan Ilmuwan Internasional Ekuador,0
Ma'had Aly Hasyim Asy'ari Pesantren Tebuireng,0
Disable -- Institut Agama Islam Negeri Pekalongan,0
Disable -- Sekolah Tinggi Ilmu Ekonomi STEMBI,0
Akademi Kebidanan Martapura,0
Sekolah Tinggi Bisnis Putra Harapan,0
Ikatan Ilmuwan Internasional Afganistan,0
Akademi Kebidanan Dewi Maya,0
Politeknik Seni Yogyakarta,0
STKIP Mega Rezky,0
Sekolah Tinggi Ilmu Komunikasi Internasional Gurindam Archipelago,0
STAI Al-Khairat Pamekasan,0
Ikatan Ilmuwan Internasional Palau,0
Sekolah Tinggi Manajemen Informatika dan Komputer Bina Adinata,0
Sekolah Tinggi Ilmu Hukum Bina Bangsa,0
Lembaga Layanan Pendidikan Tinggi Wilayah I,0
Ikatan Ilmuwan Internasional Nikaragua,0
,0
Akademi Kebidanan Widya Husada,0
Disable -- STMIK Atma Luhur,0
AMIK Sultan Agung,0
STIKES Insan Se Agung,0
Akademi Agrobisnis Bumi Sebalo,0
IAIN Sumatera Utara,0
LLDIKTI Wilayah 2,0
Ikatan Ilmuwan Internasional Iran,0
STIKES Syuhada di Padangsidimpuan,0
Politeknik Mekatronika Sanata Dharma,0
Akademi Teknik Bima,0
STAI Al-Qolam Gondanglegi Malang,0
Lembaga Layanan Pendidikan Tinggi Wilayah III,0
Ikatan Ilmuwan Internasional Yaman,0
Disable -- Sekolah Tinggi Ilmu Hukum Nias Selatan,0
Akademi Sekretari Dan Manajemen Lepisi,0
Ikatan Ilmuwan Internasional Guinea Bissau,0
Sekolah Tinggi Ilmu Hukum dan Politik Palu,0
Lembaga Layanan Pendidikan Tinggi Wilayah V,0
Ikatan Ilmuwan Internasional Tanzania,0
STKIP Suluh Bangsa,0
"STAI Bahrul Ulum Tambakberas, Jombang",0
Lembaga Layanan Pendidikan Tinggi Wilayah VI,0
Ikatan Ilmuwan Internasional Panama,0
Sekolah Tinggi Ilmu Perikanan Kalinyamat,0
Intitut Teknologi Del,0
Akademi Teknologi Bandung,0
Lembaga Layanan Pendidikan Tinggi Wilayah VII,0
Ikatan Ilmuwan Internasional Guinea,0
STMIK Jakarta Institute Of Technology,0
Sekolah Tinggi Sains Dan Teknologi Indonesia,0
Akademi Koperasi Indonesia Ratu Jelita,0
Sekolah Tinggi Ilmu Maritim Makassar,0
IAIN Sultan Thaha Saifuddin Jambi,0
Ikatan Ilmuwan Internasional Kolombia,0
Disable -- Sekolah Tinggi Ilmu Komunikasi Indonesia Maju,0
Akademi Bahasa Asing Santa Mary Ende,0
Ikatan Ilmuwan Internasional Eritrea,0
Akademi Bahasa Asing IEC Putra Bangsa tegal,0
Disable -- STMIK Mahakarya,0
Disable -- Akademi Keperawatan Samawa,0
Ikatan Ilmuwan Internasional Latvia,0
Disable -- Akademi Teknologi AUB Surakarta,0
Disable -- STMIK IBBI,0
Disable -- Sekolah Tinggi Manajemen Informatika dan Komputer Nusa Mandiri,0
Akademi Pariwisata Sandhy Putra,0
--Disable-- Akademi Keperawatan Maranatha Groups,0
Akademi Manajemen Perpajakan Makassar,0
Lembaga Layanan Pendidikan Tinggi Wilayah XI,0
Ikatan Ilmuwan Internasional Kamerun,0
STIE Mikroskill,0
Disable -- STIKES Awal Bros Batam,0
Lembaga Layanan Pendidikan Tinggi Wilayah XII,0
Ikatan Ilmuwan Internasional Zimbabwe,0
Disable - Akademi Kebidanan An-Nur Purwodadi,0
Disabled -- Sekolah Tinggi Ilmu Kesehatan Surabaya,0
Akademi Kebidanan Kesatria Praya,0
Lembaga Layanan Pendidikan Tinggi Wilayah XIII,0
Ikatan Ilmuwan Internasional Liberia,0
Akademi Kebidanan Anugrah Abadi,0
Lembaga Layanan Pendidikan Tinggi Wilayah XIV,0
Sekolah Tinggi Ilmu Syariah Nurud Dhalam,0
Ikatan Ilmuwan Internasional Madagaskar,0
Akademi Manajemen Informatika & Komputer Starteck,0
STIE Islam Bumiayu,0
Sekolah Tinggi Ilmu Syari ah (STIS) Muhammadiyah Pringsewu,0
Ikatan Ilmuwan Internasional Estonia,0
Disable -- Akademi Akuntansi Lampung,0
Akademi Akuntansi Keuangan Dan Perbankan Indonesia,0
STKIP Islam Bumi Ayu,0
Akademi Sekretari Manajemen Atmajaya Makassar,0
STIKes Nan Tongga,0
STP St. Agustinus  Keuskupan Agung Pontianak,0
Ikatan Ilmuwan Internasional Irlandia,0
Arsip Nasional Republik Indonesia,0
Akademi Bahasa Asing Prawira Martha Sukoharjo,0
Arsip Nasional Republik Indonesia,0
Akademi Bahasa Asing Prawira Martha Sukoharjo,0
Disable -- AMIK Medan Business Polytechnic,0
AMIK Mitra Lampung,0
Sekolah Tinggi Pertanian Jawa Barat,0
Akademi Pariwisata Manado,0
STAIN Sultan Qaimuddin Kendari,0
Ikatan Ilmuwan Internasional Laos,0
Akademi Kebidanan Hisarma Medan,0
Akademi Sekretari Manajemen Maria Goreti,0
Akademi Kebidanan Kutai Husada,0
Ikatan Ilmuwan Internasional Kirgizia,0
Disable -- Akademi Perikanan Bhima Sakti,0
Disabled -- STMIK Hang Tuah Pekanbaru,0
Ikatan Ilmuwan Internasional Republik Demokratik Kongo,0
Kampus Terpadu Ngudi Waluyo,0
STIMIK Jayabaya Jakarta,0
Akademi Keperawatan Muhammadiyah Makassar,0
Ikatan Ilmuwan Internasional Mozambik,0
Akademi Keperawatan Medistra Lubuk Pakam,0
Akademi Akuntansi Bhakti,0
Akademi Kebidanan Mamba ul Ulum Surakarta,0
Ikatan Ilmuwan Internasional Brasil,0
Akademi Keperawatan Bas Balimbingan Pematang Siantar,0
Sekolah Tinggi Teknologi Muhammadiyah Kebumen,0
Ikatan Ilmuwan Internasional Peru,0
--disable--Sekolah Tinggi Bio Sains Swadiri,0
Akademi Pariwisata Taman Harapan,0
akademi akuntansi dan manajemen mitra lampung,0
STIBA Indonesia LPI,0
akademi akuntansi dan manajemen mitra lampung,0
STIBA Indonesia LPI,0
Disable -- Sekolah Tinggi Elektronika Dan Komputer,0
Akademi Bahasa Asing New Media,0
Ikatan Ilmuwan Internasional Bahama,0
Akademi Kebidanan Abdi Persada Banjarmasin,0
ARTS Publishing,0
Ikatan Ilmuwan Internasional Chili,0
Sekolah Tinggi Ilmu Ekonomi Selamat Sri Kendal,0
Akademi Analis Kesehatan Widya Dharma,0
Ikatan Ilmuwan Internasional Djibouti,0
Politeknik Tugu  45 Medan,0
Disable -- AMIK Dian Cipta Cendikia Lampung,0
Disable -- Akademi Fisioterapi Rumah Sakit Dustira,0
Akademi Kebidanan YAPKESBI Banjarbaru,0
Ikatan Ilmuwan Internasional Uruguay,0
Akademi Kebidanan Mamba ul Ulum Surakarta,0
Apikes Widya Dharma,0
Akademi Kebidanan Yayasan Husada Madani,0
Akademi Analis Kesehatan Nasional Surakarta,0
Akademi Kebidanan Yayasan Husada Madani,0
Akademi Analis Kesehatan Nasional Surakarta,0
Akademi Kebidanan St Benedicta Pontianak,0
Ikatan Ilmuwan Internasional Guinea Khatulistiwa,0
Sekolah Tinggi Ilmu Bahasa Banten Raya,0
AMIK Catur Sakti Kendari,0
STAI Nurul Hakim Kediri Lombok Barat NTB,0
Ikatan Ilmuwan Internasional Solomon,0
Sekolah Tinggi Internasional Konservatori Musik Indonesia,0
Akademi Teknologi Warga Surakarta,0
Ikatan Ilmuwan Internasional Vanuatu,0
AMIK Labuhan Batu,0
Akademi Bahasa Asing Permata Hati Tarakan,0
--disable--Sekolah Tinggi Ilmu Budaya Islam Syekh Jangkung Pati,0
Ikatan Ilmuwan Internasional Sudan,0
Disable -- Akademi Bahasa Asing Harapan Bangsa,0
Akademi Manajemen Informatika Dan Komputer Logika,0
Akd Teknik Radiodiag. Dan Radioterapi Widya Dharma,0
Disable -- Akademi Akuntansi Muhammadiyah Klaten,0
Akademi Sekretari Manajemen Amsir Pare-Pare,0
STAIN Malikussaleh,0
STAI Raden Rahmat Kepanjen Malang,0
Institute Agama Buddha Nasional Divyarajya,0
Ikatan Ilmuwan Internasional Paraguay,0
Akademi Kebidanan Sari Mutiara,0
Disable -- Akademi Manajemen Belitung,0
STKIP Kebangkitan Nasional,0
AKMI Guna Nusantara,0
Sekolah Tinggi Agama Buddha Dutavira,0
Akademi Manajemen Bisnis Bina Darma Swakarya,0
Sekolah Tinggi Agama Buddha Dutavira,0
Akademi Manajemen Bisnis Bina Darma Swakarya,0
Yayasan Pengembangan Hukum Bisnis,0
Ikatan Ilmuwan Internasional Oman,0
Disable -- AMIK Lembah Dempo,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Sebelas April,0
Akademi Telekomunikasi Nusantara,0
Akademi Manajemen Indonesia Semarang,0
STAI Sunan Drajat Lamongan,0
Ikatan Ilmuwan Internasional Aljazair,0
Sekolah Tinggi Ilmu Ekonomi Penguji Sukabumi,0
STIKES Delima Persada Gresik,0
Disable -- Akademi Hiperkes Makassar,0
Institut Agama Islam Sunan Giri Bojonegoro,0
Ikatan Ilmuwan Internasional Somalia,0
Akademi Kebidanan Al-Ishlah Cilegon,0
STKIP Qomaruddin Gresik,0
Universitas Veteran Republik Indonesia,0
AMIK Parnaraya Manado,0
Akademi Gizi Sinka Dharma Madani Singkawang,0
AMIK Parnaraya Manado,0
Akademi Gizi Sinka Dharma Madani Singkawang,0
STAIN Ternate,0
Ikatan Ilmuwan Internasional Belize,0
Disable -- Sekolah Tinggi Ilmu Kesehatan Widya Husada,0
Akademi Perikanan Wachyuni Mandira,0
STISIP Yupentek Tangerang,0
Akademi Kebidanan Mamba ul Ulum Surakarta,0
STAI Syarifuddin (STAIS) Lumajang Jawa Timur,0
Akademi Komunitas Multistrada,0
Ikatan Ilmuwan Internasional Papua Nugini,0
Akademi Kebidanan Bakti Inang Persada,0
Disable -- AMIK AKMI,0
STMIK Islam Internasional,0
Akademi Keperawatan Bhakti Mulia,0
Disable -- Politeknik Putra Bangsa Pontianak,0
Ikatan Ilmuwan Internasional Turkmenistan,0
Akademi Sekretari Dan Manajemen Santa Anna,0
Disable -- Akademi Perpajakan Tridarma,0
Akademi Farmasi Bhakti Mulia,0
Sekolah Tinggi Maritim dan Transpor AMNI,0
Akademi Kebidanan Bina Husada Tebing Tinggi,0
Akademi Bahasa Asing Barakati Kendari,0
Ikatan Ilmuwan Internasional Niger,0
Sekolah Tinggi Ilmu Kesehatan Jenderal Achmad Yani,0
Akademi Kebidanan Henderson,0
STIE Putera Sampoerna,0
Disable -- Sekolah Tinggi Ilmu Administrasi Sebelas April,0
Politeknik Ketapang,0
Ikatan Ilmuwan Internasional Angola,0
Sekolah Tinggi Ilmu Kesehatan (STIKES) Lenggogeni Padang,0
Apikes Bhakti Mulia,0
Akademi Manajemen Koperasi Kediri,0
Ikatan Ilmuwan Internasional Republik Kongo,0
Sekolah Tinggi Ilmu Ekonomi AAS,0
STIE Prasetiya Mulya,0
Akademi Pariwisata Engku Putri Hamidah,0
Ikatan Ilmuwan Internasional Bolivia,0
ASMI Shita Palu,0
Akademi Sekretari Dan Manajemen Jambi,0
Ikatan Ilmuwan Internasional Chad,0
Akademi Manajemen Informatika & Komputer Multicom,0
AKTEK Radiodiagnostik & Radioterapi Patriot Bangsa,0
Akademi Keperawatan Asih Husada Semarang,0
Akademi Komputer Mall Cendikia,0
Politeknik Tanah Laut,0
STIS Al-Wahidiyah Kediri Jawa Timur,0
Ikatan Ilmuwan Internasional Libya,0
Akademi Keperawatan Teladan Bahagia,0
Akademi Kebidanan Heppy Zal,0
Akademi Keperawatan Teladan Bahagia,0
Akademi Kebidanan Heppy Zal,0
Akademi Akuntansi PGRI Jember,0
Universitas 45 Makassar,0
Ikatan Ilmuwan Internasional Kazakhstan,0
Disabled -- Akademi Keperawatan RS Dustira,0
Akademi Kebidanan Bhakti Mulia,0
Akademi Sekretari Dan Manajemen Persada Bunda,0
STIT Al-Azhar Sidoarjo,0
Tri Tunggal Prakarsa Global,0
Akademi Keperawatan Raflesia,0
Akademi Kebidanan Global Medika,0
Akademi Pariwisata Muhammadiyah Jember,0
Akademi  Keperawatan Pemkab Aceh Utara,0
Ikatan Ilmuwan Internasional Kanada,0
Akademi Manajemen Informatika dan Komputer Royal,0
Akademi Kebidanan Nusantara Palembang,0
Akademi Keperawatan Saifuddin Zuhri,0
Disabled -- Akademi Sekretari Widya Mandala Surabaya,0
Akademi Keperawatan Pemkab Pidie Di Sigli,0
Disabled -- Akademi Sekretari Widya Mandala Surabaya,0
Akademi Keperawatan Pemkab Pidie Di Sigli,0
Institut Manajemen Telkom,0
Ikatan Ilmuwan Internasional Republik Afrika Tengah,0
Akademi Keperawatan Pemkab Aceh Selatan,0
Ikatan Ilmuwan Internasional Mauritania,0
STT Harapan Indah,0
Akademi Keperawatan Malahayati Bandar Lampung,0
Akademi Parawisata Kendari,0
Ikatan Ilmuwan Internasional Botswana,0
AMIK Ibrahimy,0
Akademi Teknik Kendari,0
Akademi Keperawatan Pemkab Aceh Tenggara,0
Ikatan Ilmuwan Internasional Suriname,0
Politeknik Jawa Dwipa,0
Akademi Perikanan Ibrahimy,0
Akademi Kebidanan Pemkab Aceh Utara Lhokseumawe,0
Ikatan Ilmuwan Internasional Namibia,0
AMIK Tunas Bangsa,0
Akademi Analis Kesehatan Unmuh Surabaya,0
AMIK Tunas Bangsa,0
Akademi Analis Kesehatan Unmuh Surabaya,0
Akademi Kebidanan Pemkab Aceh Tengah Takengon,0
Ikatan Ilmuwan Internasional Mongolia,0
Sekolah Tinggi Agama Islam Paduka Anambas,0
--disable--Akademi Kebidanan Sentral Padang Sidempuan,0
Akademi Keuangan Dan Perbankan YPK,0
Akademi Keperawatan Reformasi,0
Akademi Analis Kesehatan Pemerintah Aceh,0
Disable -- Akademi Minyak dan Gas Balongan Indramayu,0
Ikatan Ilmuwan Internasional Sahara Barat,0
Akademi Teknologi Grafika Indonesia Jakarta,0
Sekolah Tinggi Teknologi Jawa Barat,0
Disabled -- ASM Widya Mandala Madiun,0
Akademi Kebidanan Sandi Karsa,0
Disable -- Indonesia Defence University,0
PKKS,0
Akademi Kebidanan Agatha,0
Politeknik Cilacap,0
Akademi Keperawatan Sandi Karsa,0
Akademi Keperawatan Hafshawaty Zainul Hasan,0
Akademi Keperawatan Putra Pertiwi,0
Akademi Bahasa Asing Tanjung Pinang,0
Akademi Refraksi Optisi Binalita Sudama,0
Akademi Kebidanan Persada Palembang,0
Akademi Keperawatan Yapi,0
AMIK Datuk Parpatiah Nan Sabatang,0
Akademi Keperawatan Pemkab Langkat,0
Ikatan Guru Indonesia (IGI) Pacitan,0
Sekolah Tinggi Ilmu Ekonomi AKA,0
Akademi Keperawatan Binalita Sudama,0
Akper Pemkot Tanjung Balai,0
AMIK Veteran Purwokerto,0
Akademi Teknik Elektro Medik Binalita Sudama,0
Akademi Kebidanan Bangka Belitung,0
Akademi Bahasa Asing Nasional Jakarta,0
Akademi Keperawatan Islamic Village,0
Akademi Keperawatan Pamenang,0
Akademi Keperawatan Fatima Mamuju,0
Akademi Kebidanan Alifah Padang,0
Akademi Keperawatan Fatima Mamuju,0
Akademi Kebidanan Alifah Padang,0
Akademi Kebidanan Tarutung Pemkab Tapanuli Utara,0
Akademi Kebidanan Isma Husada Cirebon,0
Disable -- Akademi Keperawatan Nazhatut Thullab Sampang,0
Disable -- Akademi Keperawatan Makasar,0
Institut KeIslaman Hasyim As`ari (IKAHA) Tebuireng Jombang,0
Akademi Kebidanan Pemkab Karo Kabanjahe,0
Akademi Pariwisata Nasional Jakarta,0
Disable -- STMIK Subang,0
Akademi Kebidanan Dharma Husada Pekanbaru,0
